"locality"
"Lill-Jonskärr, c. 5 km SW of Källa parish church"
"södra stranden av Vendelsjön"
"200 m nordöst om Lönnholmen"
"SW shore of the southern point of the island Lundskär (S of Risö)"
"Burängen"
"nära Björkbacken"
"Lökaö vid Österviken i nygrävt dike"
"Björkhagen near Askarbäck"
"Träsket, östra sidan"
"Skarp-Runmarö norra udden"
"Jämtlands län: Østersund k.: mellom tollstasjonen Storlien og norskegrensa, mellom väg E 14 og jernbanen, i myr"
"Västerbottens län: Skellefteå k: ved Kåge båthamn, i vasskanten."
"Silverhyttan 10E 9f 20 15. Hållsjön, NO Vägfallet. Sjöstrand. 2012-08-02. Owe Nilsson Tuva 1"
"FLORA SUECICA. Carex demissa x oederi. Dalsland, Frändefors s:n, 250 m NV Ursand, grusstrand vid sötvatten, 2018-06-24, Kjell Eriksson. Koord. 6482518 1296565"
"Hulteby 10D 9j 02 36. Sand, SO om. Vägdike. 2012-07-02. Maj-Britt Nilsson, Pontus Edquist"
"Silverhyttan 10E 9f 20 15. Hållsjön, NO Vägfallet. Sjöstrand. 2012-08-02. Owe Nilsson Tuva 2"
"Värmlands flora. Gåsborn 11E 8d 28 22. 300 m SSO Svartstenstorpet. Vägdike. 2006-08-05. Owe & Maj-Britt Nilsson. Strån med fjolårsgömmen kvar."
"Norrö vid Nedre Maren"
"Svärdsjö, Toftbyn ved badet."
"östra delen av Träsket"
"Ångermanland Tåsjö sn. 27/7 2005 Tåsjöbergets topplatå, 300 m N utsiktstornet, runt knappnålstjärnen. Riklig på gungfly närmast tjärnen. Björn Lundqvist o. Göran Westerström"
"Östergötland: Stocklycke äng 500 m SV Stocklycke V. Tollstad sn, Ödeshög. R.N. 14311 64655. I kärr nedanför upprinna i äng. 2000.06.11. Björn Ström."
"Norrbotten Överluleå: Mjösjön, 350 m SO-SSO om bäckutloppet i sjöns norra ände, sjöstrand, 25L 2c 00 35, 2005-07-10; Davidsson, Irma; Bnr = nb05 0452"
"Norrbotten: Nedertorneå sn: 2,9 km söder Seskarö kapell. Kärr med centralt uttorkad gyl. RUBIN 25N2c 23 33. 20.7.2003. E. Ljungstrand, B. Nilsson, Å. Svensson, C. Wigermo 471"
"Östergötland, Kisa socken, Sjöviken, 215 m ONO torpet, 6430911, 1486560 ± 10 m, strandkärr 2014-07-16 Leg. Anders Svenson AS14412"
"Norrbotten Svanstein: Välimanvuoma, Blivande och avschaktad torvtäkt, dikeskant, 27N 7b 25 17, 2003-07-19; Hammarsjö, Claes; Bnr = nb03 1670"
"Dalarna, Boda socken, Jälltjärnen, 40 m NNV avflödet 6773639,1465034 ± 25 m mosse, gölstrand 2016-07-01 Leg. Anders Svenson AS 16349"
"Norrbotten Pajala: Aarearova 1,8 km VSV om väg 99:s bro över Aareajoki, skogsvägdike vid myr, 29M 0f 11 01, 2008-07-23; Stenberg, Lennart; Bnr = nb08 2840"
"FLORA SUÉCICA. Hl. Carex elata Värö; Stavder. Rikkärr, vid havet; med: C. pulicaris, -dioica; Eleocharis q.-f., Molinia. N: 57162955, E: 12065525 Per Wahlén, H. Gudmundson 30/6 2008"
"Norrbotten Edefors: Rödingstjärnens södra spets vid utloppsbäcken, sjökant, 25K 7b 14 46, 2007-07-06; Stenberg, Lennart; Bnr = nb07 0924"
"Norrbotten Tärendö: 200 m N om Kurkkiojärvis nordligaste del, rik sluttande myr, 28L 4j 29 19, 2006-07-12; Renström, Berit & Liminka, Alexandra; Bnr = nb06 2438"
"Norrbotten Korpilombolo: Ruunajärvis södra kant, lös gölkant, 27M 3b 47 10, 2000-07-29; Stenberg, Lennart; Bnr = nb00 0486"
"Norrbotten Junosuando: 300 m NV Rauvoslompolos utlopp, blötmyr f d slåttermyr, 29L 3h 43 39, 2001-07-29; Stenberg, Lennart; Bnr = nb01 1374"
"Trindstarr. Uppland, Lidingö socken, Kottlasjön (38d), Kottlasjön (38d), SO-viken mellan badklipporna och lilla halvön. Flera tuvor längs kanten av gungflyet mot öppet vatten. GPS: N. 59.20.840 O. 018.11.071. Rubin: 10I 6h 3003. 18/6 2003. Torbjörn Peters"
"Uppland, Öregrunds socken, Hummelfjärden. N6692930, E1644710. Skogskärr. 2004-07-16. Leg. Anders Svenson AS04326"
"Norrbotten Tärendö: Halinkojärvis östra strand, 500 m N-NNO om viken i sydost, sjökant, 28L 1j 07 42, 2000-07-30; Zethraeus, Ulf; Bnr = nb00 2132"
"Norrbotten Pajala: Areavuomas östligaste del av blåmyren, blöt fräkenmyr, 29M 0g 21 20, 2001-07-25; Stenberg, Lennart; Bnr = nb01 1280"
"Norrbotten Muonionalusta: 1,8 km S Kahtovaaras topp, flack blötmyr, 30M 2d 44 22, 2001-07-26; Stenberg, Lennart; Bnr = nb01 1304"
"Gästrikland: Valbo sn, V om Hästbo."
"Norrbotten Nedertorneå: Seskarö, Hällskär, liten sjö söder om Sammakkoviken, södra delen av sjön, omgiven av gungfly, 25N 2c 49 16, 2009-07-07; Haraldsson, Kerstin; Bnr = nb09 0237"
"Stor trindstarr? Carex diandra var. major? Dags mossestorvbrytningscentral 1434595 6466873. Ödeshög Östergötland. Västra Tollstad 2017-06-29. Torvmosse. Kä17-328 Det: Anders Svenson 2017. Leg: Kjell Antonsson"
"Norrbotten Töre: Sinksundsön, 1250 m S-SSO om Sinksundsbergets topp, gungfly vid göl, 25M 2c 23 46, 2000-08-06; Davidsson, Irma & Pederson, Aage; Bnr = nb00 1122"
"Trindstarr. Uppland, Ununge socken, Skebobruk, sjön Närdingens norra strand vid Skebobruks herrgård, flera tuvor i vattenbrynet. Ståndort: Sank flack gräsmark med enstaka stenblock (17 mm bred Helicigona lapicida fastsugen på ett strå). Rubin: 12J 0b 3218"
"Trindstarr? Carex diandra? Dags mosses torvbrytningscentral 1434595 6466873.Ödeshög Östergötland. Västra Tollstad 2017-07-01. Hybrid? Torvmosse. Kä17-323. Det: Anders Svenson 2017. Leg: Kjell Antonsson"
"Norrbotten Överluleå: Smedsträskets västra sida 500 m S-SSO nordspetsen, gungfly, 25L 4g 04 36, 2005-07-04; Renström, Berit & Groth, Hans; Bnr = nb05 1003"
"Norrbotten Pajala: Väg 99 (400), 700 m SV avtagsvägen till Savioja, myrkant, 29M 0e 06 49, 2008-07-24; Haraldsson, Kerstin; Bnr = nb08 5730"
"Trindstarr? Carex diandra? Dags mosses torvbrytningscentral 1434595 6466873.Ödeshög Östergötland. Västra Tollstad 2017-06-29. Hybrid? Torvmosse. Kä17-327. Det: Anders Svenson 2017. Leg: Kjell Antonsson"
"Norrbotten Överkalix: 1,5 km NO-ONO om Stora Sistkostbergets topp, blöt myrkant, 27L 1j 03 23, 2007-07-24; Stenberg, Lennart & Paszko, Beata; Bnr = nb07 4733"
"Norrbotten Nedertorneå: Seskarö, vid gölen NV Pihlajakarinjärvi, uttorkad gölkant, 25N 2c 25 34, 2006-08-10; Haraldsson, Kerstin; Bnr = nb06 3338"
"Gästrikland: Valbo sn, 4850 m NO om Mårtsbo, Melins, observatorium, 1950 m NNO om Hobäcktjärnens N-ände, SO om Grinduga, 50 m N om grusväg, myr."
"Gästrikland: Torsåker sn, 4850 m ONO om Torsåkers kyrka, 550 m SSV om Alviken, Tamsens S-ände, våtmark. 13G 2i 1911. 6711965, 1541170. 15. 7. 2005 No. 7868 Leg. Göran Odelvik"
"Stor trindstarr. Carex diandra var. major. Värmland: Färnebo sn, Saxån. RUBIN 11E 6d 4- 3-. 2016-06-24. Leg. Jan Teodorsson"
"Norrbotten Nederluleå: Storheden, 250 m SV den lilla knappnålstjärnen, i vattenfyllt dike, 24L 8h 47 17, 2008-07-26; Davidsson, Irma; Bnr = nb08 5193"
"Trindstarr. Uppland, Danderyd socken, Ekebysjön, vid bryggan i NO, NV. om Naturskolan. På gungflyartad mark längst ut på bryggan. En större rugge. RK-90: 1627.846/6589.654. Rubin: 10I 7f 4629 no. 25/6 2006. Torbjörn Peterson."
"Norrbotten Pajala: Aarearova 1,9 km V-VSV om väg 99:s bro över Aareajoki, flark, 29M 0f 12 00, 2008-07-23; Stenberg, Lennart; Bnr = nb08 2848"
"Gästrikland: Torsåker sn, 4950 m ONO om Torsåkers kyrka, 400 m SSV om Alviken, 100 m NO om Tamsens S-ände, liten våtmark i barrskog. 13G 2i 2011. 6712015, 1541198. 15. 7. 2005 No. 7874 Leg. Göran Odelvik"
"Tåsjö sn 24/7 2002. 500 m SO Kroktjärnens O-spets efter Kroktjärnbäckens V-sida, i vassbestånd. Göran Westerströn, Björn Lundqvist"
"Ranebo lund"
"Rasbo, Backen, behind the house"
"nära Lingontega"
"Kronvalds fiskeläge"
"Tobo, gångväg mot järnvägen, V Limexvägen"
"Södermanland: Botkyrka sn, Tumba, 2150 m OSO om Tumba kyrka, ""Dalhemsberget"", O-brant vid före detta Dalhems skola, gles blandskog. RUBIN 10I3d 2225. 20.5.2001. No 3881. Göran Odelvik."
"Vispstarr. Uppland, Ingarö socken, Björnö, Gropen norr om Näset. Betad mark i öppen, buskbevuxen gräsmark. Rubin: 10J 4b 1414. 10/5 2002. Torbjörn Peterson."
"Östergötland: Linköping, Vallaskogen. 64756 14876. Torr skogsmark. 2001.05.10. Marianne Rydén."
"Gästrikland: Hamrånge sn, 7250 m. OSO om Hamrånge kyrka, 1550 m. NV-NNV om Stäken, Hamrångefjärdens O-sida, blandskog, bergvägg. 14H 0e 4736. 6754786, 1573682. 9. 6. 2005 No. 7715. Leg. Göran Odelvik & Birgitta Hellström"
"Norrbotten Råneå: I skog 600 m NNO-N uddens spets i Jämtöfjärden, rikt kärrdråg i granskog, 25M 5b 09 05, 2001-06-11; Ahlm, Jan; Bnr = nb01 0066"
"Värmlands flora. Åsstarr? Carex pallens? Källmo 10E 7f. Rubin 4026. Södra Ängen, 40 m NV om. Ängsgranskog, sluttning mot ravin. 2018-05-17. Owe Nilsson"
"Norrbotten Gunnarsbyn: Gumberget, 400 m SO om högsta delen av sydbranten, frisk och örtrik sluttning, 26L 0c 19 48, 2007-07-03; Davidsson, Irma; Bnr = nb07 0513"
"Hälsingland: Ytterhogdal sn, bäcken NO om Hinriksberget. Kant av vändplan, intill bäcken."
"Hälsingland: Söderhamn, 3550 m. O--OSO om Söderhamns kyrka, Bromsäng, O om Fridsbergsvägen, vid industribyggnad, lövlund. 14H 9e 40 02. 6799089, 1570290. 13.5.2007. No. 8702. Leg. Göran Odelvik"
"Norrbotten Nederluleå: Estersön, 550 m NO öns högsta punkt, berghäll, 24M 8e 09 29, 2002-08-05; Stenberg, Lennart & Norin, Mats; Bnr = nb02 2283"
"Bodum 18/6 2000. Råberget (troligen inom Tåsjö socken), nedanför hammaren. Göran Westerström"
"Jämtland: Klövsjö sn, 2150 m VSV om Klövsjö kyrka, 850 m SV-SSV om Korsnäset, foten av Klövsjöhögens O-sida, granskog. 17E 7c 0847. 6935832, 1414755. 4. 7. 2005 No. 7786 Leg. Göran Odelvik"
"Gästrikland: Valbo sn, Ytterhärde, 650 m SV om Yttertorp, 150 m ONO om Persvallen, hasseldunge. RUBIN 13H3b 1441. 2.5.2002. No. 4793. Leg. Göra Odelvik & Birgitta Hellström."
"Gästrikland: Torsåker sn, 800 m SO om Tjärnäs, vid trevägskorsning, hassellund. RUBIN 13G2g 0539. 26.5.2001. No 3906. Göran Odelvik."
"Norrbotten Övertorneå: 400 m S Isovaaras topp, fot av bergbrant, 26M 8h 25 00, 2003-07-24; Hammarsjö, Claes & Ström, Björn; Bnr = nb03 1939"
"Gästrikland: Torsåker sn, Bodås, 450 m. ONO om Bodåsgruvan, barrblandskog vid grusväg. RUBIN 13G 0h 07 13. GPS: EPE 1536348, 6700745. 1.6.2002. No. 4880. Leg. Göran Odelvik & Birgitta Hellström"
"Gästrikland: Hille sn, Eskön, 250 m SSV om Lillänget, gammal inäga, gräsmark. 13H 8g 2536. 6742542, 1583698. 26. 5. 2006. No. 8228. Leg. Göran Odelvik & Birgitta Hellström"
"Vispstarr. Södermanland, Nykvarn, Turinge socken, Hallsta tegelbruk, spridd på en fläck i ostvänd vägbank. RT-90: O. 1592.237 N. 6569.869. Rubin: 10H 3i 4732 no. 28/4 2007. Torbjörn Peterson."
"Carex digitata. Dalsland. Laxarby s:n, Kallhem, 150 m V Kuvetjärn, bergsluttning på kalk. 2015-05-11. Kjell Eriksson & Stefan Hult. RT90 655000, 1298920"
"Vispstarr. Uppland: Lidingö socken, Grönstakolonin (10b), ganska rikligt i skogsmark mot stranden. GPS: 59.22.889/018.09.026. Rubin: 10I 7g 1633. 30/5 2003. Torbjörn Peterson."
"Hälsingland: Bjuråkers sn, Friggesund vid Svångan. Brink mot Svångan. 16G 2h 4541 10 juni 2001 Arnold Larsson"
"Vispstarr. Uppland, Djurö socken, Hölö, skogsbryn. Rubin: 10J 5c. 26/5 2001. Torbjörn Peterson."
"Norrbotten Markbygden: Långtjärnberget, 1100 m NV om p. 293,48, , 24K 6c 30 07, 2004-07-11; Hammarsjö, Claes & Groth, Hans; Bnr = nb04 1066"
"Norrbotten Överkalix: Stor-Lomberget, 400 m SO toppen, Aspskog, 26M 7e 34 00, 2001-06-19; Jönsson, Lennart; Bnr = nb01 3976"
"Vispstarr. Uppland. Järfälla, mellan Vegadammen och Viksjö golfklubb, nordöstra sidan av jordtippen. RT-90: O. 1614.830 N. 6587.717. Rubin: 10I NV 7c 2648 no. 25/4 2009. Torbjörn Peterson."
"Gästrikland: Hille sn, 3750m ONO om Trödje, vägkorsningen, 500 m. ONO om Värön, vid Trödjefjärden, barrskogsbryn. 13H 9f 2048. 6747039, 1579803. 21. 5. 2004. No. 6834. Leg. Göran Odelvik & Birgitta Hellström."
"Norrbotten Nederkalix: Marabacken, 50 m NO om liten knappnålstjärn, vid tjärn, 25N 5a 22 26, 2008-06-16; Jönsson, Lennart; Bnr = nb08 3572"
"Öland: Högsrum, Karum, parkering vid Östergård, 750 m NO. Lövskog. RN 6296214, 1552015. Å. Svensson, C. Wigermo, B. Nilsson 7012. 4 juni 2011"
"Ångermanland Tåsjö sn. 28/6 2005 SV. Tåsjöberget, 2500 m SSO Prästtjärnen. På 560 m-nivån, fuktig stig längs bäck. Mats Bolin o Göran Westerström"
"Jämtland: Klövsjö sn, 4050 m VNV om Klövsjö kyrka, 1400 m VSV om Morbodarna, Stor-Fättjeån, N-sidan, foten av S-brant, klippa. 17E 7c 2630. 6937669, 1413001. 4. 7. 2005 No. 7799 Leg. Göran Odelvik"
"Norrbotten Överkalix: 700 m S-SSV Metträskbergets topp, vid stigen till Metträskbergstjärnen, På stig, 26M 4e 09 29, 2001-06-10; Jönsson, Lennart; Bnr = nb01 3975"
"Gästrikland: Högbo sn, 2200 m NNO om Högbo kyrka, 100 m N om Vattenverket, fuktig barrblandskog. RUBIN 13H6b 0602. 25.5.2001. No 3893. Göran Odelvik."
"Vispstarr. Uppland: Lidingö socken, Ekbacken, Larsberg, vid strandremsa mot sydberget, cirka 8 m, från vattnet (43c). Strandnära sydsluttning. En planta. GPS: 59.20.618/018.09.023. Rubin: 10I 6g 2733. 8/5 2004. Torbjörn Peterson."
"Vispstarr. Uppland, Vaxholm socken, Skarpö, 100 meter söder om den anlagda dammen vid sydöstra delen av Norrängsviken, ostvänt skogsbryn. RK-90: N. 6590.838 E. 1646.796. Rubin: 10I 8j 0818 sv. 16/5 2009. Leg: Torbjörn Peterson."
"Norrbotten Svanstein: 1 km SO-OSO Vittikkovaara, dråg i gles grandominerad skog, 27M 8g 43 17, 2000-07-30; Stenberg, Lennart; Bnr = nb00 0489"
"Gästrikland: Hedesunda sn, 1600 m N om Hyttön, hyttruin, strax N om vändplan, strax V om flottningsränna, lövskog. RUBIN 13H 2g 0918. 20.5.2003. No. 4857. Leg. Göran Odelvik & Richard Karlsson."
"Öland: Räpplinge sn; I mullrik lövskog, 1,0 km ONO Tomteby. RN 6298386 1553192. 31 maj 2013. Åke Svensson, Charlotte Wigermo, Bengt Nilsson 7847"
"V Bjuröns gård"
"Bockö östra delen av träsket mot Norrholmen"
"Nålstarr. Ångermanland: Ramsele socken. Svanalokarna, S. delen, buskig, blöt mark i bäckutloppet. 29/6 2004. GPS: 63.35.964/016.34.886. RUBIN: 20 G 0h 4833. Torbjörn Peterson (S)."
"Norrbotten Karl Gustav: Pitkäjärvi 1600 m SV om gårdarna, torrlagd myr, 25N 8d 11 29, 2003-07-15; Autio, Valborg & Asplund, Gunvor & Jussila, Mariana; Bnr = nb03 2769"
"Lycksele Lappmark: Sorsele socken. Myr vid bäck 1.2 km OSO. om renvaktarstugan 2 km SO. om toppen av Tjieluotjårro (911 m.); 9 km ONO. om Forsavan. Spridd i myren. 727 meter. Subalpint. 2/8 2005. RK-90: O: 1495.678 N: 7310.977. Torbjörn Peterson (S) & Joh"
"Gästrikland: Valbo sn, 950 m SV om Införå, Braxentjärn, S-spetsen, våtmark. 13H 7b 31 22. 29. 6. 2002. No. 5157. Leg. Göran Odelvik & Birgitta Hellström"
"Norrbotten Överkalix: Lillbergsmyran, 1 km SSV om Lillbergets topp, myrkant, han och honblommor, 27L 2g 49 12, 2007-07-15; Stenberg, Lennart & Sipari, Jouko & Paszko, Beata; Bnr = nb07 3448"
"Carex dioica, nålstarr. Åsele lpm., Vilhelmina s:n, 1,7 km ONO Frostberget, myr. 2017-07-20 Kjell Eriksson. RT90 7197097 1556291"
"Norrbotten Muonionalusta: Rantalajoki skogsvägen N om, 2 km NV-NNV Laakapalos topp, liten öppen myr vid bäck, 30M 3b 45 05, 2001-07-27; Persson, Lennart; Bnr = nb01 2632"
"Norrbotten Nedertorneå: Iso Karsikkojärvis bäckmynning i sjöns sydöstligaste del, bäckkant och myr, 25N 7e 06 10, 2000-08-27; Autio, Valborg & Asplund, Gunvor; Bnr = nb00 3120"
"Gästrikland: Högbo sn, 6100 m NNV om Högbo kyrka, 150 m SV om Rosenberg, raststuga, strax S om tjärn, myr. 13H 6a 4229. 6734292, 1552920. 27. 6. 2006. No. 8304. Leg. Göran Odelvik & Birgitta Hellström"
"Härjedalen: Storsjö sn, Ljungdalen, 7550 m. NV om Ljungdalens kapell, Kesudalen, c. 650 m NNV Kesuvallen, 300 m NNV om Kesusjöns O-ände, fuktig gräsmark. 182C (18C) 6i 0806. 6980862, 1340644. 16. 7. 2004. No. 7167. Leg. Göran Odelvik."
"Nålstarr. Medelpad, Alnö socken, Sandarna, Raholmsmossen norr om Raholmsvägen, cirka 400 meter norr om Raholmen. Hanplantor och honplantor spridda på en tuva intill pöl med Utricularia."
"Hälsingland: Ljusdal sn, 3050 m VSV om Storkölen, triangelpunkt 498,9, 1050 m OSO om Selingens N-ände, myr."
"Gästrikland. Ockelbo sn, 1250 m SO om Råbacken, 200 m O om Dalagränsen, våtmark. 14G 2d 0047. 6760002, 15197186. 28. 6. 2003. No. 5965. Leg. Göran Odelvik"
"Nålstarr. Ångermanland: Ramsele socken. Svanalokarna, NV. delen, enstaka. 29/6 2004. GPS: 63.36.054/016.34.368. RUBIN: 20 G 1h 0430. Torbjörn Peterson (S)."
"Norrbotten Nederluleå: Degerön, 800 m OSO-O Stortalludden, myrkant, 24M 7d 43 12, 2007-08-11; Asplund, Gunvor & Haraldsson, Kerstin; Bnr = nb07 4563"
"Norrbotten Älvsby: 400 m V Storbergträskbergets norra höjd, dråg i myrkant, 25K 1c 28 06, 2001-07-13; Stenberg, Lennart; Bnr = nb01 1080"
"Dalsland, Sundals-Ryrs s:n, 600 m N Bollungen, hygge. 2009-06-14. Kjell Eriksson. 6502060 1289090"
"nålstarr. Risbergssjön 14C 2h 0232. Myr S om Risbergsån. 2008-08-05."
"Nålstarr. Ångermanland: Ramsele socken. Imnäs. Imnäsflon, enstaka. 30/6 2004. GPS: 63.35.585/016.40.158. RUBIN: 20 G 0i 4129. Torbjörn Peterson (S)."
"Nålstarr. Ångermanland: Ramsele socken. Svanalokarna, SO.-delen. Glest spridd på en fläck ca. 30 m. från T-korset på vägen. 29/6 2004. GPS: Ca. 63.35.992/016.34.919. RUBIN: 20 G 0h 4935. Torbjörn Peterson (S)."
"FLORA SUÉCICA, Hl. Carex dioica Värö; Stavder. Strandkärr, m. C. diandra N: 57162955, E: 12065525. Per Wahlén, H. Gudmundson 30/6 2008"
"Östergötland: Simonstorp, Nybygget, Nybyggeängarna. 65101 15156. Fuktig ängsmark. 2000.07.02. Göran Göransson."
"Östergötland: Tjärstad sn, 600 m VSV Långstorp. R.N. 64459 14875. RUBIN 7F9h0925. Öppen våtmark. 2000.06.18. Janne Andersson"
"Hälsingland: Ljusdal sn, kösevenlokalen i berget (ca 1990) c:a 1,5 km NV Bäckan."
"Norrbotten Nederkalix: 700 m O-OSO Kvarnträskets N-spets, myr O Åberget, blöt myr, 25M 4e 17 17, 2001-06-20; Ahlm, Jan; Bnr = nb01 0142"
"Bodum 16/7 2001. 700 m NM om Gesflons S ände, i vassbestånd. Göran Westerström"
"Norrbotten Muonionalusta: 1,8 km V om södra Lamuvaaras höjdplatå, myr, 29M 5b 25 46, 2008-08-03; Stenberg, Lennart; Bnr = nb08 7183"
"Dalsland, Sundals-Ryrs s:n, 200 m SSO Sundsjön, myr. 2016-06-16. Legit Kjell Eriksson. RT90 6501825 1287762"
"Nålstarr. Lycksele lappmark. Tärnaby (Södra Storfjället). Nordsluttningen av Njåatsetjetjahke (1240 m.), cirka 300 m. N. om toppen. Fuktig, naken jord. Rubin: 24F 6b. 1189 m. Högalpint. RK-90: O. 1456.838 N. 7283.014. 1/8 2006. Torbjörn Peterson (S) & Åsa"
"Lycksele Lappmark: Sorsele socken. Myren 1.9 km NNV. Varassie-toppen; 4 km NO. Forsavan. Glest spridd i myren. 661 meter. Subalpint. 5/8 2005. RK-90: O: 1488.537 N:7310.185. Torbjörn Peterson & Helena Karlberg."
"Norrbotten Edefors: Vägslut vid Jacksbergbäcken, tuva på blötmyr, 25L 8b 10 16, 2007-07-02; Haraldsson, Kerstin; Bnr = nb07 2056"
"Norrbotten Karl Gustavs: Haukijärvi, 1150 m SSV sjöns nordspets , kanten avsluttande kärr, 26M 0j 10 12, 2006-07-05; Haraldsson, Kerstin & Asplund, Gunvor; Bnr = nb06 1339"
"Härjedalen: Storsjö sn, Ljungdalen, 3700 m NV om Ljungdalens kyrka, 1750 m OSO om Torkilstötens topp, stugområde, Forellenvägen, fjällbjörkskog, sluttningskärr. 182C (18C) 5i 3033 6978095, 1343355. 4. 7. 2003. No. 6050. Leg. Göran Odelvik."
"Norrbotten Töre Morjärv kbfd: Galbäcken 100 m N vägkorsningen, vid bäck i skog, 26M 2b 18 24, 2003-07-01; Renström, Berit & Groth, Hans; Bnr = nb03 1316"
"Norrbotten Nederkalix: Bergträskets sydoststrand, cirka 3 km norr om Gammelgården, blandskog intill bäck, 25M 6f 11 46, 2009-07-09; Haraldsson, Kerstin & Boyd Larsson, Christine; Bnr = nb09 0259"
"spädstarr. Kärrbackstrand 13C 9g 0340. Brännåsen, klibballokalen. 2007-07-09."
"Norrbotten Tärendö: Jukkasjokki, 250 m SO om korsningen med bilvägen, sumpskog vid bäck, 28L 5h 30 22, 2006-07-17; Davidsson, Irma & Haraldsson, Kerstin; Bnr = nb06 2832"
"Norrbotten Överkalix: SV-delen av Nymyran, 1250 m SO-SSO höjdpunkt 131,82, bäckkant, 27L 3h 45 31, 2007-07-20; Haraldsson, Kerstin; Bnr = nb07 4346"
"Norrbotten Överkalix: Yttermyren, 500 m SSO, korsning vägen och bäcken, bäck i blockrik skog, 26M 9c 09 15, 2003-07-03; Hammarsjö, Claes; Bnr = nb03 0948"
"Norrbotten Pajala: 2,5 km SV-SSV Pärajäjärvi, vid Päräjäjoki, rismyr med blandskog, 28M 5b 08 29, 2006-07-12; Ström, Björn & Haraldsson, Kerstin; Bnr = nb06 2106"
"Norrbotten Norrfjärden: Bastanäset, 1000 m O-OSO Göriefjärdens nordspets, myr, 24L 3e 44 06, 2004-07-14; Myhr, Dagny; Bnr = nb04 0960"
"Norrbotten Överkalix: 250 m SO-OSO Halljärvs norra spets, blött dråg, 26M 4c 28 25, 2003-07-18; Jönsson, Lennart; Bnr = nb03 1234"
"Norrbotten Svanstein: Jylhävaara, 100 m NV skarp kurva NV om berget, sumpskog, 27M 5i 22 15, 2007-07-26; Haraldsson, Kerstin; Bnr = nb07 4511"
"Gästrikland: Järbo sn, 4250 m. NVN om Järbo kyrka, 1150 m. VNV Gullsjön (byn), O om Skorvberget, gles sumpskog mot hygge. 13G 6h 4344. 6734302, 1539492. 22. 6. 2004. No. 7069. Leg. Göran Odelvik & Birgitta Hellström"
"Östergötland: Västra Eneby sn, syd Svartgölen. R.N. 64412 14894. RUBIN 7F8h1244. Fuktig skogsmark. 2000.06.18. Janne Andersson."
"Norrbotten Överkalix: Fågelberget, 800 m SSV toppen, bäckdråg, 27L 3g 03 37, 2007-07-26; Asplund, Gunvor & Zethraeus, Ulf; Bnr = nb07 5061"
"Norrbotten Korpilombolo: Vägen från Salmi, vid höjdpunkt 158,34, bäckkorsning, bäckkant, 27M 5b 01 31, 2007-07-16; Haraldsson, Kerstin & Hedlund, Åsa; Bnr = nb07 4239"
"Norrbotten Överkalix: Södra Sandsjärv, 300 m VNV bäckutloppet i sjöns sydända, gammal granskog, 26M 5c 07 02, 2007-06-25; Jönsson, Lennart; Bnr = nb07 0422"
"Norrbotten Överkalix: Lill-Lappberget, 300 m O om toppen, Myr/bäckravin, 26M 5c 06 24, 2001-07-24; Jönsson, Lennart; Bnr = nb01 3998"
"spädstarr. (Myckengräs 12D 6a) (4005). (Backen, 1 km N om). 2003-07-06."
"spädstarr. Kärrbackstrand 13C 9g 4235. Längs Djupbäcken. 2007-07-08."
"Norrbotten Hietaniemi: Penikkajärvi, 2650 m SO om inloppet i sjöns norra ände, fuktig blandskog, 26M 1i 20 48, 2006-07-04; Renström, Berit & Groth, Hans; Bnr = nb06 1483"
"Ångermanland Tåsjö sn. 2,5 km ONO Tåsjöns S. spets. Sumpskog kring bäckdråg. 2006-08-08 Göran Westerström"
"Norrbotten Nederkalix: 1000 m NNV Kvarnträskets N-spets, källdrag, 25M 4e 27 07, 2001-06-19; Ahlm, Jan; Bnr = nb01 0129"
"Norrbotten Edefors: Stugområdet i Inre Hollsvattnets sydvästra del, gransumpskog, 25L 6a 21 09, 2000-07-09; Davidsson, Irma & Ecke, Frauke; Bnr = nb00 0956"
"spädstarr. Tennåsfallet 14C 3d 1915. Längs Höljån. 2003-07-09."
"Norrbotten Överkalix: 600 m V-VSV Granholmens sydspets, vid bäck, 26L 9j 14 32, 2008-06-27; Jönsson, Lennart; Bnr = nb08 1462"
"Norrbotten Piteå: Krokträsk, vid bäcken 100 m N om infartsvägen till byn, blockigt, örtrikt bäckstråk i granskog, 24K 5h 15 38, 2004-07-16; Hammarsjö, Claes; Bnr = nb04 1559"
"middle part of the southern shore of the island “Lilla Trässö”"
"Tvärnö-stranden, 800 m NO om Korsören"
"SV-delen av Sotenäset N f Smögen"
"Skåne: Håslöv sn. Landsvägsdike 450 m SSO Kungstorp. 1C 9e 38 13. 24.6 2003. Åke Svensson 11737"
"Skåne: St. Hammar sn Betad strandäng 600 m VSV Kungstorp 1C9e 4107 11.8 2001 Åke Svensson 8784"
"Stora Nickösörarna (22)."
"Uppland, Värmdö socken, Lådnaön, mellan Sviudden och Horsslangen, strandäng. RUBIN 10J8d 7.VII.2013 Leg. Birgitta & Kåre Bremer Nr. 5436"
"FLORA SUÉCICA Carex distans Hl., Steninge Stensjö strand, str: kärr N: 6299390, E: 1305260 P. Wahlén, H. Gudmundson 12/7 2010"
"Uppland: Blidö sn, Judskäret (Ängskärs skärgård), NV-udden. Skyddad strand längst in i en vik på ytterskärgårdsö. RUBIN 11J 1j 28 10. 17. VII. 2003. Leg. Gabriel Ekman & Niklas Lönnell, nr"
